text,label
Independent valuers must meet stringent criteria to ensure impartiality and expertise in assessing CVA.,non-obligation
The internal audit function must be independent from operational and business functions. ,obligation
"Introduction. When assessing whether an individual meets the fitness and propriety criteria to be able to perform the role of an Approved Person or Recognised Person, we take the following considerations into account, as set out in paragraphs 2.3.6 to 2.3.8 below.  ",obligation
"If the Regulator receives notification of an incident from any relevant regulator in the U.A.E. or internationally, it may direct the Payment Service Provider to take appropriate measures to protect the immediate safety of their Payment Service Users and the financial system.",obligation
"Following the mandate of (1), and under the constraints of (3), a Certified Operator is to allocate its credit exposures into a quintet of tiers as specified in the appended delineation, whereby exposures categorized as substandard, doubtful, or loss should be deemed as distressed credits.",non-obligation
"A Requirement may, in particular, be imposed so as to require the person concerned to  (a) take action specified by the Regulator; or (b) refrain from taking action specified by the Regulator.",obligation
A Relevant Person may undertake Simplified CDD in accordance with Rule 8.5.1 by modifying the CDD undertaken in accordance with Rule 8.3.1 for any customer assigned a low-risk rating.,obligation
A Captive Insurer may treat as an asset the value of reinsurance receivables and other recoveries expected to be received in respect of claims.,obligation
Consumer Rights Jurisdiction,non-obligation
"Managing assets on behalf of others, including financial instruments and virtual assets, is a professional service that falls under certain regulatory frameworks.",non-obligation
"Any disclosure by the Regulator pursuant to subsection  (1) may include, insofar as the Regulator considers appropriate, provisions (a) making any permission to disclose Confidential Information subject to conditions (which may relate to the obtaining of consents, subjecting information received to restrictions on disclosure of Confidential Information at least equivalent to those set out in section 198 or any other matter); and (b) restricting the uses to which Confidential Information disclosed may be put.",obligation
